"","indicator.id","indicator.value","country.id","country.value","countryiso3code","date","value","unit","obs_status","decimal"
"408",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CV,Cabo Verde,"CPV","2019",NA,"","",0
"409",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CV,Cabo Verde,"CPV","2018",NA,"","",0
"410",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CV,Cabo Verde,"CPV","2017",NA,"","",0
"411",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KH,Cambodia,"KHM","2021",NA,"","",0
"412",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KH,Cambodia,"KHM","2020",NA,"","",0
"413",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KH,Cambodia,"KHM","2019",NA,"","",0
"414",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KH,Cambodia,"KHM","2018",NA,"","",0
"415",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KH,Cambodia,"KHM","2017",NA,"","",0
"416",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CM,Cameroon,"CMR","2021",NA,"","",0
"417",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CM,Cameroon,"CMR","2020",NA,"","",0
"418",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CM,Cameroon,"CMR","2019",NA,"","",0
"419",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CM,Cameroon,"CMR","2018",77.07104,"","",0
"420",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CM,Cameroon,"CMR","2017",NA,"","",0
"421",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CA,Canada,"CAN","2021",NA,"","",0
"422",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CA,Canada,"CAN","2020",NA,"","",0
"423",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CA,Canada,"CAN","2019",NA,"","",0
"424",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CA,Canada,"CAN","2018",NA,"","",0
"425",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CA,Canada,"CAN","2017",NA,"","",0
"426",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KY,Cayman Islands,"CYM","2021",NA,"","",0
"427",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KY,Cayman Islands,"CYM","2020",NA,"","",0
"428",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KY,Cayman Islands,"CYM","2019",NA,"","",0
"429",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KY,Cayman Islands,"CYM","2018",NA,"","",0
"430",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KY,Cayman Islands,"CYM","2017",NA,"","",0
"431",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,"CAF","2021",NA,"","",0
"432",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,"CAF","2020",NA,"","",0
"433",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,"CAF","2019",NA,"","",0
"434",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,"CAF","2018",37.39582,"","",0
"435",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,"CAF","2017",NA,"","",0
"436",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,"TCD","2021",NA,"","",0
"437",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,"TCD","2020",NA,"","",0
"438",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,"TCD","2019",NA,"","",0
"439",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,"TCD","2018",NA,"","",0
"440",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,"TCD","2017",NA,"","",0
"441",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,"CHI","2021",NA,"","",0
"442",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,"CHI","2020",NA,"","",0
"443",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,"CHI","2019",NA,"","",0
"444",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,"CHI","2018",NA,"","",0
"445",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,"CHI","2017",NA,"","",0
"446",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,"CHL","2021",NA,"","",0
"447",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,"CHL","2020",NA,"","",0
"448",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,"CHL","2019",NA,"","",0
"449",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,"CHL","2018",NA,"","",0
"450",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,"CHL","2017",96.40228,"","",0
"451",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,"CHN","2021",NA,"","",0
"452",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,"CHN","2020",NA,"","",0
"453",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,"CHN","2019",NA,"","",0
"454",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,"CHN","2018",96.84089,"","",0
"455",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,"CHN","2017",NA,"","",0
"456",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,"COL","2021",NA,"","",0
"457",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,"COL","2020",95.63633,"","",0
"458",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,"COL","2019",95.24927,"","",0
"459",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,"COL","2018",95.09251,"","",0
"460",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,"COL","2017",NA,"","",0
"461",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,"COM","2021",NA,"","",0
"462",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,"COM","2020",NA,"","",0
"463",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,"COM","2019",NA,"","",0
"464",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,"COM","2018",58.81702,"","",0
"465",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,"COM","2017",NA,"","",0
"466",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,"COD","2021",NA,"","",0
"467",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,"COD","2020",NA,"","",0
"468",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,"COD","2019",NA,"","",0
"469",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,"COD","2018",NA,"","",0
"470",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,"COD","2017",NA,"","",0
"471",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,"COG","2021",NA,"","",0
"472",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,"COG","2020",NA,"","",0
"473",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,"COG","2019",NA,"","",0
"474",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,"COG","2018",80.29876,"","",0
"475",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,"COG","2017",NA,"","",0
"476",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,"CRI","2021",NA,"","",0
"477",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,"CRI","2020",NA,"","",0
"478",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,"CRI","2019",NA,"","",0
"479",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,"CRI","2018",97.86379,"","",0
"480",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,"CRI","2017",NA,"","",0
"481",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,"CIV","2021",NA,"","",0
"482",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,"CIV","2020",NA,"","",0
"483",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,"CIV","2019",89.89342,"","",0
"484",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,"CIV","2018",NA,"","",0
"485",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,"CIV","2017",NA,"","",0
"486",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,"HRV","2021",NA,"","",0
"487",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,"HRV","2020",NA,"","",0
"488",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,"HRV","2019",NA,"","",0
"489",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,"HRV","2018",NA,"","",0
"490",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,"HRV","2017",NA,"","",0
"491",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,"CUB","2021",NA,"","",0
"492",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,"CUB","2020",NA,"","",0
"493",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,"CUB","2019",NA,"","",0
"494",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,"CUB","2018",NA,"","",0
"495",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,"CUB","2017",NA,"","",0
"496",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,"CUW","2021",NA,"","",0
"497",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,"CUW","2020",NA,"","",0
"498",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,"CUW","2019",NA,"","",0
"499",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,"CUW","2018",NA,"","",0
"500",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,"CUW","2017",NA,"","",0
"501",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,"CYP","2021",NA,"","",0
"502",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,"CYP","2020",NA,"","",0
"503",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,"CYP","2019",NA,"","",0
"504",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,"CYP","2018",NA,"","",0
"505",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,"CYP","2017",NA,"","",0
"506",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,"CZE","2021",NA,"","",0
"507",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,"CZE","2020",NA,"","",0
"508",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,"CZE","2019",NA,"","",0
"509",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,"CZE","2018",NA,"","",0
"510",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,"CZE","2017",NA,"","",0
"511",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,"DNK","2021",NA,"","",0
"512",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,"DNK","2020",NA,"","",0
"513",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,"DNK","2019",NA,"","",0
"514",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,"DNK","2018",NA,"","",0
"515",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,"DNK","2017",NA,"","",0
"516",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,"DJI","2021",NA,"","",0
"517",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,"DJI","2020",NA,"","",0
"518",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,"DJI","2019",NA,"","",0
"519",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,"DJI","2018",NA,"","",0
"520",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,"DJI","2017",NA,"","",0
"521",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,"DMA","2021",NA,"","",0
"522",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,"DMA","2020",NA,"","",0
"523",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,"DMA","2019",NA,"","",0
"524",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,"DMA","2018",NA,"","",0
"525",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,"DMA","2017",NA,"","",0
"526",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,"DOM","2021",NA,"","",0
"527",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,"DOM","2020",NA,"","",0
"528",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,"DOM","2019",NA,"","",0
"529",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,"DOM","2018",NA,"","",0
"530",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,"DOM","2017",NA,"","",0
"531",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,"ECU","2021",NA,"","",0
"532",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,"ECU","2020",93.62610,"","",0
"533",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,"ECU","2019",NA,"","",0
"534",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,"ECU","2018",NA,"","",0
"535",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,"ECU","2017",92.82979,"","",0
"536",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,"EGY","2021",NA,"","",0
"537",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,"EGY","2020",NA,"","",0
"538",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,"EGY","2019",NA,"","",0
"539",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,"EGY","2018",NA,"","",0
"540",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,"EGY","2017",71.16825,"","",0
"541",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,"SLV","2021",NA,"","",0
"542",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,"SLV","2020",89.98453,"","",0
"543",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,"SLV","2019",89.13792,"","",0
"544",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,"SLV","2018",89.00860,"","",0
"545",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,"SLV","2017",88.48271,"","",0
"546",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,"GNQ","2021",NA,"","",0
"547",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,"GNQ","2020",NA,"","",0
"548",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,"GNQ","2019",NA,"","",0
"549",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,"GNQ","2018",NA,"","",0
"550",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,"GNQ","2017",NA,"","",0
"551",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,"ERI","2021",NA,"","",0
"552",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,"ERI","2020",NA,"","",0
"553",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,"ERI","2019",NA,"","",0
"554",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,"ERI","2018",76.57052,"","",0
"555",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,"ERI","2017",NA,"","",0
"556",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,"EST","2021",NA,"","",0
"557",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,"EST","2020",NA,"","",0
"558",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,"EST","2019",NA,"","",0
"559",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,"EST","2018",NA,"","",0
"560",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,"EST","2017",NA,"","",0
"561",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,"SWZ","2021",NA,"","",0
"562",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,"SWZ","2020",NA,"","",0
"563",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,"SWZ","2019",NA,"","",0
"564",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,"SWZ","2018",88.41938,"","",0
"565",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,"SWZ","2017",NA,"","",0
"566",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,"ETH","2021",NA,"","",0
"567",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,"ETH","2020",NA,"","",0
"568",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,"ETH","2019",NA,"","",0
"569",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,"ETH","2018",NA,"","",0
"570",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,"ETH","2017",51.77118,"","",0
"571",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,"FRO","2021",NA,"","",0
"572",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,"FRO","2020",NA,"","",0
"573",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,"FRO","2019",NA,"","",0
"574",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,"FRO","2018",NA,"","",0
"575",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,"FRO","2017",NA,"","",0
"576",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,"FJI","2021",NA,"","",0
"577",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,"FJI","2020",NA,"","",0
"578",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,"FJI","2019",NA,"","",0
"579",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,"FJI","2018",NA,"","",0
"580",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,"FJI","2017",NA,"","",0
"581",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,"FIN","2021",NA,"","",0
"582",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,"FIN","2020",NA,"","",0
"583",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,"FIN","2019",NA,"","",0
"584",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,"FIN","2018",NA,"","",0
"585",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,"FIN","2017",NA,"","",0
"586",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,"FRA","2021",NA,"","",0
"587",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,"FRA","2020",NA,"","",0
"588",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,"FRA","2019",NA,"","",0
"589",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,"FRA","2018",NA,"","",0
"590",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,"FRA","2017",NA,"","",0
"591",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,"PYF","2021",NA,"","",0
"592",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,"PYF","2020",NA,"","",0
"593",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,"PYF","2019",NA,"","",0
"594",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,"PYF","2018",NA,"","",0
"595",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,"PYF","2017",NA,"","",0
"596",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,"GAB","2021",NA,"","",0
"597",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,"GAB","2020",NA,"","",0
"598",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,"GAB","2019",NA,"","",0
"599",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,"GAB","2018",84.66716,"","",0
"600",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,"GAB","2017",NA,"","",0
"601",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,"GMB","2021",NA,"","",0
"602",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,"GMB","2020",NA,"","",0
"603",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,"GMB","2019",NA,"","",0
"604",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,"GMB","2018",NA,"","",0
"605",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,"GMB","2017",NA,"","",0
"606",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,"GEO","2021",NA,"","",0
"607",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,"GEO","2020",NA,"","",0
"608",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,"GEO","2019",99.55844,"","",0
"609",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,"GEO","2018",NA,"","",0
"610",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,"GEO","2017",99.36426,"","",0
"611",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,"DEU","2021",NA,"","",0
"612",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,"DEU","2020",NA,"","",0
"613",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,"DEU","2019",NA,"","",0
"614",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,"DEU","2018",NA,"","",0
"615",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,"DEU","2017",NA,"","",0
"616",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,"GHA","2021",NA,"","",0
"617",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,"GHA","2020",NA,"","",0
"618",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,"GHA","2019",NA,"","",0
"619",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,"GHA","2018",79.03964,"","",0
