n,indicator.id,indicator.value,country.id,country.value,countryiso3code,date,value,unit,obs_status,decimal,m
434,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,CAF,2018,37.39582,,,
435,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CF,Central African Republic,CAF,2017,NA,,,
436,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,TCD,2021,NA,,,
437,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,TCD,2020,NA,,,
438,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,TCD,2019,NA,,,
439,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,TCD,2018,NA,,,
440,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),TD,Chad,TCD,2017,NA,,,
441,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,CHI,2021,NA,,,
442,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,CHI,2020,NA,,,
443,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,CHI,2019,NA,,,
444,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,CHI,2018,NA,,,
445,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),JG,Channel Islands,CHI,2017,NA,,,
446,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,CHL,2021,NA,,,
447,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,CHL,2020,NA,,,
448,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,CHL,2019,NA,,,
449,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,CHL,2018,NA,,,
450,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CL,Chile,CHL,2017,96.40228,,,
451,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,CHN,2021,NA,,,
452,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,CHN,2020,NA,,,
453,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,CHN,2019,NA,,,
454,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,CHN,2018,96.84089,,,
455,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CN,China,CHN,2017,NA,,,
456,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,COL,2021,NA,,,
457,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,COL,2020,95.63633,,,
458,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,COL,2019,95.24927,,,
459,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,COL,2018,95.09251,,,
460,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CO,Colombia,COL,2017,NA,,,
461,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,COM,2021,NA,,,
462,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,COM,2020,NA,,,
463,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,COM,2019,NA,,,
464,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,COM,2018,58.81702,,,
465,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),KM,Comoros,COM,2017,NA,,,
466,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,COD,2021,NA,,,
467,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,COD,2020,NA,,,
468,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,COD,2019,NA,,,
469,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,COD,2018,NA,,,
470,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CD,Congo, Dem. Rep.,COD,2017,NA,,,
471,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,COG,2021,NA,,,
472,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,COG,2020,NA,,,
473,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,COG,2019,NA,,,
474,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,COG,2018,80.29876,,,
475,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CG,Congo, Rep.,COG,2017,NA,,,
476,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,CRI,2021,NA,,,
477,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,CRI,2020,NA,,,
478,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,CRI,2019,NA,,,
479,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,CRI,2018,97.86379,,,
480,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CR,Costa Rica,CRI,2017,NA,,,
481,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,CIV,2021,NA,,,
482,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,CIV,2020,NA,,,
483,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,CIV,2019,89.89342,,,
484,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,CIV,2018,NA,,,
485,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CI,Cote d'Ivoire,CIV,2017,NA,,,
486,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,HRV,2021,NA,,,
487,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,HRV,2020,NA,,,
488,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,HRV,2019,NA,,,
489,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,HRV,2018,NA,,,
490,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),HR,Croatia,HRV,2017,NA,,,
491,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,CUB,2021,NA,,,
492,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,CUB,2020,NA,,,
493,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,CUB,2019,NA,,,
494,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,CUB,2018,NA,,,
495,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CU,Cuba,CUB,2017,NA,,,
496,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,CUW,2021,NA,,,
497,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,CUW,2020,NA,,,
498,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,CUW,2019,NA,,,
499,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,CUW,2018,NA,,,
500,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CW,Curacao,CUW,2017,NA,,,
501,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,CYP,2021,NA,,,
502,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,CYP,2020,NA,,,
503,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,CYP,2019,NA,,,
504,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,CYP,2018,NA,,,
505,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CY,Cyprus,CYP,2017,NA,,,
506,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,CZE,2021,NA,,,
507,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,CZE,2020,NA,,,
508,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,CZE,2019,NA,,,
509,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,CZE,2018,NA,,,
510,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CZ,Czech Republic,CZE,2017,NA,,,
511,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,DNK,2021,NA,,,
512,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,DNK,2020,NA,,,
513,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,DNK,2019,NA,,,
514,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,DNK,2018,NA,,,
515,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DK,Denmark,DNK,2017,NA,,,
516,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,DJI,2021,NA,,,
517,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,DJI,2020,NA,,,
518,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,DJI,2019,NA,,,
519,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,DJI,2018,NA,,,
520,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DJ,Djibouti,DJI,2017,NA,,,
521,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,DMA,2021,NA,,,
522,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,DMA,2020,NA,,,
523,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,DMA,2019,NA,,,
524,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,DMA,2018,NA,,,
525,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DM,Dominica,DMA,2017,NA,,,
526,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,DOM,2021,NA,,,
527,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,DOM,2020,NA,,,
528,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,DOM,2019,NA,,,
529,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,DOM,2018,NA,,,
530,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DO,Dominican Republic,DOM,2017,NA,,,
531,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,ECU,2021,NA,,,
532,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,ECU,2020,93.62610,,,
533,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,ECU,2019,NA,,,
534,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,ECU,2018,NA,,,
535,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EC,Ecuador,ECU,2017,92.82979,,,
536,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,EGY,2021,NA,,,
537,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,EGY,2020,NA,,,
538,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,EGY,2019,NA,,,
539,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,EGY,2018,NA,,,
540,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EG,Egypt, Arab Rep.,EGY,2017,71.16825,,,
541,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,SLV,2021,NA,,,
542,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,SLV,2020,89.98453,,,
543,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,SLV,2019,89.13792,,,
544,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,SLV,2018,89.00860,,,
545,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SV,El Salvador,SLV,2017,88.48271,,,
546,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,GNQ,2021,NA,,,
547,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,GNQ,2020,NA,,,
548,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,GNQ,2019,NA,,,
549,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,GNQ,2018,NA,,,
550,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GQ,Equatorial Guinea,GNQ,2017,NA,,,
551,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,ERI,2021,NA,,,
552,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,ERI,2020,NA,,,
553,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,ERI,2019,NA,,,
554,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,ERI,2018,76.57052,,,
555,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ER,Eritrea,ERI,2017,NA,,,
556,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,EST,2021,NA,,,
557,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,EST,2020,NA,,,
558,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,EST,2019,NA,,,
559,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,EST,2018,NA,,,
560,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),EE,Estonia,EST,2017,NA,,,
561,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,SWZ,2021,NA,,,
562,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,SWZ,2020,NA,,,
563,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,SWZ,2019,NA,,,
564,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,SWZ,2018,88.41938,,,
565,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),SZ,Eswatini,SWZ,2017,NA,,,
566,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,ETH,2021,NA,,,
567,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,ETH,2020,NA,,,
568,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,ETH,2019,NA,,,
569,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,ETH,2018,NA,,,
570,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ET,Ethiopia,ETH,2017,51.77118,,,
571,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,FRO,2021,NA,,,
572,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,FRO,2020,NA,,,
573,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,FRO,2019,NA,,,
574,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,FRO,2018,NA,,,
575,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FO,Faroe Islands,FRO,2017,NA,,,
576,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,FJI,2021,NA,,,
577,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,FJI,2020,NA,,,
578,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,FJI,2019,NA,,,
579,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,FJI,2018,NA,,,
580,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FJ,Fiji,FJI,2017,NA,,,
581,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,FIN,2021,NA,,,
582,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,FIN,2020,NA,,,
583,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,FIN,2019,NA,,,
584,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,FIN,2018,NA,,,
585,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FI,Finland,FIN,2017,NA,,,
586,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,FRA,2021,NA,,,
587,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,FRA,2020,NA,,,
588,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,FRA,2019,NA,,,
589,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,FRA,2018,NA,,,
590,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),FR,France,FRA,2017,NA,,,
591,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,PYF,2021,NA,,,
592,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,PYF,2020,NA,,,
593,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,PYF,2019,NA,,,
594,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,PYF,2018,NA,,,
595,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),PF,French Polynesia,PYF,2017,NA,,,
596,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,GAB,2021,NA,,,
597,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,GAB,2020,NA,,,
598,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,GAB,2019,NA,,,
599,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,GAB,2018,84.66716,,,
600,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GA,Gabon,GAB,2017,NA,,,
601,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,GMB,2021,NA,,,
602,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,GMB,2020,NA,,,
603,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,GMB,2019,NA,,,
604,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,GMB,2018,NA,,,
605,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GM,Gambia, The,GMB,2017,NA,,,
606,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,GEO,2021,NA,,,
607,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,GEO,2020,NA,,,
608,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,GEO,2019,99.55844,,,
609,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,GEO,2018,NA,,,
610,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GE,Georgia,GEO,2017,99.36426,,,
611,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,DEU,2021,NA,,,
612,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,DEU,2020,NA,,,
613,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,DEU,2019,NA,,,
614,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,DEU,2018,NA,,,
615,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DE,Germany,DEU,2017,NA,,,
616,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,GHA,2021,NA,,,
617,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,GHA,2020,NA,,,
618,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,GHA,2019,NA,,,
619,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,GHA,2018,79.03964,,,
620,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GH,Ghana,GHA,2017,NA,,,
621,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GI,Gibraltar,GIB,2021,NA,,,
622,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GI,Gibraltar,GIB,2020,NA,,,
623,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GI,Gibraltar,GIB,2019,NA,,,
624,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GI,Gibraltar,GIB,2018,NA,,,
625,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GI,Gibraltar,GIB,2017,NA,,,
626,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GR,Greece,GRC,2021,NA,,,
627,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GR,Greece,GRC,2020,NA,,,
628,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GR,Greece,GRC,2019,NA,,,
629,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GR,Greece,GRC,2018,97.93595,,,
630,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GR,Greece,GRC,2017,NA,,,
631,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GL,Greenland,GRL,2021,NA,,,
632,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GL,Greenland,GRL,2020,NA,,,
633,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GL,Greenland,GRL,2019,NA,,,
634,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GL,Greenland,GRL,2018,NA,,,
635,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GL,Greenland,GRL,2017,NA,,,
636,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GD,Grenada,GRD,2021,NA,,,
637,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GD,Grenada,GRD,2020,NA,,,
638,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GD,Grenada,GRD,2019,NA,,,
639,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GD,Grenada,GRD,2018,NA,,,
640,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GD,Grenada,GRD,2017,NA,,,
641,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GU,Guam,GUM,2021,NA,,,
642,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GU,Guam,GUM,2020,NA,,,
643,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GU,Guam,GUM,2019,NA,,,
644,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GU,Guam,GUM,2018,NA,,,
645,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GU,Guam,GUM,2017,NA,,,
646,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GT,Guatemala,GTM,2021,NA,,,
647,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GT,Guatemala,GTM,2020,NA,,,
648,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GT,Guatemala,GTM,2019,NA,,,
649,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GT,Guatemala,GTM,2018,80.81068,,,
650,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GT,Guatemala,GTM,2017,NA,,,
651,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GN,Guinea,GIN,2021,NA,,,
652,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GN,Guinea,GIN,2020,NA,,,
653,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GN,Guinea,GIN,2019,NA,,,
654,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GN,Guinea,GIN,2018,39.61768,,,
655,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GN,Guinea,GIN,2017,NA,,,
656,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GW,Guinea-Bissau,GNB,2021,NA,,,
657,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GW,Guinea-Bissau,GNB,2020,NA,,,
658,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GW,Guinea-Bissau,GNB,2019,NA,,,
659,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GW,Guinea-Bissau,GNB,2018,NA,,,
660,SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),GW,Guinea-Bissau,GNB,2017,NA,,,
